handcrafted	handcrafted-forge-1.20.1-3.0.6.jar	handcrafted-neoforge-1.21.1-4.0.3.jar
harvestwithease-1.20.1-8.0.1.0-forge	harvestwithease-1.20.1-8.0.1.0-forge.jar	
hyperbox-1.20.1-4.0.2.0	hyperbox-1.20.1-4.0.2.0.jar	
industrialforegoing	industrial-foregoing-1.20.1-3.5.21.jar	industrialforegoing-1.21-3.6.39.jar
industrialforegoingsouls	industrial-foregoing-souls-1.20.1-1.0.9.jar	industrial-foregoing-souls-1.21.1-1.10.7.jar
inventoryessentials-forge-1.20.1-8.2.12	inventoryessentials-forge-1.20.1-8.2.12.jar	
invtweaks	invtweaks-1.20.1-1.2.2.jar	invtweaks-1.21.1-1.3.2.jar
ironfurnaces	ironfurnaces-1.20.1-4.1.6.jar	ironfurnaces-neoforge-1.21.1-4.3.2.jar
irons_spellbooks	irons_spellbooks-1.20.1-3.4.0.11.jar	irons_spellbooks-1.21.1-3.16.2.jar
item-filters-forge-2001.1.0-build.59	item-filters-forge-2001.1.0-build.59.jar	
itemcollectors	itemcollectors-1.1.11-forge-mc1.20.2.jar	itemcollectors-1.1.10-neoforge-mc1.21.jar
jearchaeology	jearchaeology-1.20.1-1.0.4.jar	jearchaeology-1.21.1-1.2.0.jar
jei	jei-1.20.1-forge-15.20.0.116.jar	jei-1.21.1-neoforge-19.43.0.392.jar
jmi-forge-1.20.1-0.14-48	jmi-forge-1.20.1-0.14-48.jar	
journeymap	journeymap-1.20.1-5.10.3-forge.jar	journeymap-neoforge-1.21.1-6.0.2.jar
jumpboat	jumpboat-1.20.0-1.0.5.jar	jumpboat-1.21.0-1.0.5.jar
justzoom	justzoom_forge_2.1.1_MC_1.20.1.jar	justzoom_neoforge_2.1.0_MC_1.21.1.jar
konkrete	konkrete_forge_1.8.0_MC_1.20-1.20.1.jar	konkrete_neoforge_1.9.9_MC_1.21.jar
kotlinforforge-4.11.0-all	kotlinforforge-4.11.0-all.jar	
kubejs	kubejs-forge-2001.6.5-build.16.jar	kubejs-neoforge-2101.7.2-build.368.jar
laserio	laserio-1.6.8.jar	laserio-1.9.11.jar
ldlib-forge-1.20.1-1.0.45	ldlib-forge-1.20.1-1.0.45.jar	
lionfishapi	lionfishapi-2.4-Fix.jar	lionfishapi-3.1.jar
lithostitched	lithostitched-forge-1.20.1-1.4.11.jar	lithostitched-1.7.13-neoforge-21.1.jar
littlelogistics-mc1.20.1-v1.20.1.2	littlelogistics-mc1.20.1-v1.20.1.2.jar	
logprot-1.20.1-3.5	logprot-1.20.1-3.5.jar	
lootr	lootr-forge-1.20-0.7.35.93.jar	lootr-neoforge-1.21.1-1.11.37.122.jar
lost_aether_content-1.20.1-1.2.3	lost_aether_content-1.20.1-1.2.3.jar	
lostcities-1.20-7.4.5	lostcities-1.20-7.4.5.jar	
mahoutsukai	mahoutsukai-1.20.1-v1.34.78.jar	mahoutsukai-1.21.1-v1.36.27.jar
maidensmerrymaking-1-20.1-7	maidensmerrymaking-1-20.1-7.jar	
matc-1.6.0	matc-1.6.0.jar	
mcjtylib	mcjtylib-1.20-8.0.7.jar	mcjtylib-1.21-9.0.21.jar
mcwbridges	mcw-bridges-3.1.0-mc1.20.1forge.jar	mcw-bridges-3.1.2-mc1.21.1neoforge.jar
mcwdoors	mcw-doors-1.1.2-mc1.20.1forge.jar	mcw-doors-1.1.5-mc1.21.1neoforge.jar
mcwfences	mcw-fences-1.2.0-1.20.1forge.jar	mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar
mcwfurnitures	mcw-furniture-3.3.0-mc1.20.1forge.jar	mcw-furniture-3.4.1-mc1.21.1neoforge.jar
mcwlights	mcw-lights-1.1.2-mc1.20.1forge.jar	mcw-lights-1.1.5-mc1.21.1neoforge.jar
mcwpaths	mcw-mcwpaths-1.1.1-mc1.20.1forge.jar	mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar
mcwwindows	mcw-mcwwindows-2.4.1-mc1.20.1forge.jar	mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar
mcw-paintings-1.0.5-1.20.1forge	mcw-paintings-1.0.5-1.20.1forge.jar	
mcwroofs	mcw-roofs-2.3.2-mc1.20.1forge.jar	mcw-roofs-2.3.2-mc1.21.1neoforge.jar
mcwtrpdoors	mcw-trapdoors-1.1.4-mc1.20.1forge.jar	mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar
mcwbiomesoplenty-1.20.1-1.2.1	mcwbiomesoplenty-1.20.1-1.2.1.jar	
megacells	megacells-forge-2.4.6-1.20.1.jar	megacells-4.11.0.jar
mekalus-mc1.20.1-1.8.0.1	mekalus-mc1.20.1-1.8.0.1.jar	
memorysettings	memorysettings-1.20.1-5.9.jar	memorysettings-1.21-6.0.jar
merequester	merequester-forge-1.20.1-1.1.5.jar	merequester-neoforge-1.21.1-1.4.3.jar
minecolonies	minecolonies-1.20.1-1.1.1065-snapshot.jar	minecolonies-1.1.1367-1.21.1-snapshot.jar
mininggadgets	mininggadgets-1.15.6.jar	mininggadgets-1.18.7.jar
mob_grinding_utils	mob_grinding_utils-1.20.1-1.1.0.jar	mob_grinding_utils-1.1.10+mc1.21.1.jar
modelfix	modelfix-1.15.jar	modelfix-1.21-1.10.jar
modernfix	modernfix-forge-5.24.4+mc1.20.1.jar	modernfix-neoforge-5.27.20+mc1.21.1.jar
modonomicon	modonomicon-1.20.1-forge-1.79.2.jar	modonomicon-1.21.1-neoforge-1.120.4.jar
modularrouters	modular-routers-12.1.1+mc1.20.1.jar	modular-routers-13.2.7+mc1.21.1.jar
moonlight	moonlight-1.20-2.16.14-forge.jar	moonlight-neoforge-1.21.1-3.3.0.jar
moredragoneggs	moredragoneggs-4.0.jar	moredragoneggs-5.0.jar
morejs-forge-1.20.1-0.10.1	morejs-forge-1.20.1-0.10.1.jar	
moreoverlays	moreoverlays-1.24.1-mc1.20.1-forge.jar	moreoverlays-1.24.2-mc1.21.1-neoforge.jar
morered	morered-1.20.1-4.0.0.4.jar	morered-1.21.1-6.0.0.3.jar
multipiston	multipiston-1.20-1.2.43-RELEASE.jar	multipiston-1.2.58-1.21.1.jar
mysterious_mountain_lib-1.5.26-1.20.1	mysterious_mountain_lib-1.5.26-1.20.1.jar	
naturalist-forge-4.0.3-1.20.1	naturalist-forge-4.0.3-1.20.1.jar	
netherportalfix	netherportalfix-forge-1.20-13.0.1.jar	netherportalfix-neoforge-1.21.1-21.1.1.jar
nethersdelight-1.20.1-4.0	nethersdelight-1.20.1-4.0.jar	
noflyzone-1.20.1-1.1.0	noflyzone-1.20.1-1.1.0.jar	
notrample-1.20.1-1.0.1	notrample-1.20.1-1.0.1.jar	
novillagerdm	novillagerdm-1.20.1-5.0.0.jar	novillagerdm-1.21.1-6.0.0.jar
observable	observable-4.4.2.jar	observable-5.4.4.jar
occultism	occultism-1.20.1-1.152.1.jar	occultism-1.21.1-neoforge-1.224.1.jar
oceansdelight-1.0.2-1.20	oceansdelight-1.0.2-1.20.jar	
oculus-mc1.20.1-1.8.0	oculus-mc1.20.1-1.8.0.jar	
packetfixer-3.3.0-1.18-1.20.4-merged	packetfixer-3.3.0-1.18-1.20.4-merged.jar	
pipez	pipez-forge-1.20.1-1.2.26.jar	pipez-neoforge-1.21.1-1.2.31.jar
platforms-forge-1.20.1-1.2	platforms-forge-1.20.1-1.2.jar	
playeranimator	player-animation-lib-forge-1.0.2-rc1+1.20.jar	player-animation-lib-forge-2.0.4+1.21.1.jar
pneumaticcraft	pneumaticcraft-repressurized-6.0.21+mc1.20.1.jar	pneumaticcraft-repressurized-8.2.23+mc1.21.1.jar
polyeng	polyeng-forge-0.1.1-1.20.1.jar	polyeng-0.4.1.jar
polymorph	polymorph-forge-0.49.10+1.20.1.jar	polymorph-neoforge-1.1.0+1.21.1.jar
ponderjs	ponderjs-1.20.1-2.0.6.jar	ponderjs-neoforge-1.21.1-2.4.0.jar
potionsmaster	potionsmaster-1.20.1-47.1.70-0.6.0.jar	potionsmaster-21.1.113-1.0.1.jar
productivebees	productivebees-1.20.1-12.6.0.jar	productivebees-1.21.1-13.13.5.jar
productivetrees	productivetrees-1.20.1-0.2.6.jar	productivetrees-1.21.1-1.0.0.jar
pylons	pylons-1.20.1-4.2.1.jar	pylons-1.21.1-5.4.2.jar
railcraft	railcraft-reborn-1.20.1-1.1.10.jar	railcraft-reborn-1.21.1-1.2.10.jar
rangedpumps	rangedpumps-1.1.0.jar	rangedpumps-1.3.0.jar
rebornstorage-1.20.1-5.0.7	rebornstorage-1.20.1-5.0.7.jar	
rechiseled	rechiseled-1.1.6-forge-mc1.20.jar	rechiseled-1.2.5-neoforge-mc1.21.jar
rechiseledcreate	rechiseledcreate-1.0.2b-forge-mc1.20.jar	rechiseledcreate-1.1.1-neoforge-mc1.21.jar
redstone_arsenal-1.20.1-8.0.1.24	redstone_arsenal-1.20.1-8.0.1.24.jar	
refinedpolymorph-0.1.1-1.20.1	refinedpolymorph-0.1.1-1.20.1.jar	
refinedstorage	refinedstorage-1.12.4.jar	refinedstorage-neoforge-2.0.9.jar
refinedstorageaddons-0.10.0	refinedstorageaddons-0.10.0.jar	
reliquary	reliquary-1.20.1-2.0.54.1304.jar	reliquary-1.21.1-2.0.77.1537.jar
repurposed_structures	repurposed_structures-7.1.19+1.20.1-forge.jar	repurposed_structures-7.5.21+1.21.1-neoforge.jar
resourcefulconfig	resourcefulconfig-forge-1.20.1-2.1.3.jar	resourcefulconfig-neoforge-1.21-3.0.11.jar
resourcefullib	resourcefullib-forge-1.20.1-2.1.29.jar	resourcefullib-neoforge-1.21-3.0.12.jar
rftoolsbase	rftoolsbase-1.20-5.0.6.jar	rftoolsbase-1.21-6.0.11.jar
rftoolsbuilder	rftoolsbuilder-1.20-6.0.8.jar	rftoolsbuilder-1.21-7.0.5.jar
rftoolscontrol-1.20-7.0.3	rftoolscontrol-1.20-7.0.3.jar	
rftoolspower	rftoolspower-1.20-6.0.2.jar	rftoolspower-1.21-7.0.6.jar
rftoolsstorage	rftoolsstorage-1.20-5.0.3.jar	rftoolsstorage-1.21-6.0.5.jar
rftoolsutility	rftoolsutility-1.20-6.0.6.jar	rftoolsutility-1.21-7.0.12.jar
rhino	rhino-forge-2001.2.3-build.10.jar	rhino-2101.2.7-build.81.jar
rsinsertexportupgrade-1.20.1-1.4.0	rsinsertexportupgrade-1.20.1-1.4.0.jar	
rsrequestify-1.20.1-2.3.3	rsrequestify-1.20.1-2.3.3.jar	
shetiphiancore-forge-1.20.1-1.5	shetiphiancore-forge-1.20.1-1.5.jar	
silentgear	silent-gear-1.20.1-3.6.7.jar	silent-gear-1.21.1-neoforge-4.2.1.1.jar
silentlib	silent-lib-1.20.1-8.0.0.jar	silent-lib-1.21.1-neoforge-10.6.0.jar
simplemagnets	simplemagnets-1.1.12-forge-mc1.20.1.jar	simplemagnets-1.1.12c-neoforge-mc1.21.jar
simplylight	simplylight-1.20.1-1.4.6-build.50.jar	simplylight-1.5.3+1.21.1-b4.jar
sliceanddice-forge-3.5.2	sliceanddice-forge-3.5.2.jar	
sodiumdynamiclights-forge-1.0.10-1.20.1	sodiumdynamiclights-forge-1.0.10-1.20.1.jar	
sodiumoptionsapi-forge-1.0.10-1.20.1	sodiumoptionsapi-forge-1.0.10-1.20.1.jar	
solcarrot	solcarrot-1.20.1-1.15.1.jar	solcarrot-1.21.1-1.16.6.jar
sophisticatedbackpacks	sophisticatedbackpacks-1.20.1-3.24.9.1391.jar	sophisticatedbackpacks-1.21.1-3.25.73.2020.jar
sophisticatedcore	sophisticatedcore-1.20.1-1.2.105.1230.jar	sophisticatedcore-1.21.1-1.4.80.2194.jar
sophisticatedstorage	sophisticatedstorage-1.20.1-1.4.11.1344.jar	sophisticatedstorage-1.21.1-1.5.83.2017.jar
spark	spark-1.10.53-forge.jar	spark-1.10.124-neoforge.jar
sparsestructuresreforged-1.20.1-1.0.0	sparsestructuresreforged-1.20.1-1.0.0.jar	
structure_gel-1.20.1-2.16.2	structure_gel-1.20.1-2.16.2.jar	
structurize	structurize-1.20.1-1.0.784-snapshot.jar	structurize-1.0.832-1.21.1-snapshot.jar
stylecolonies	stylecolonies-1.20.1-1.15.39.jar	stylecolonies-1.15.56-1.21.1.jar
supermartijn642configlib	supermartijn642configlib-1.1.8-forge-mc1.20.jar	supermartijn642configlib-1.1.8-neoforge-mc1.21.jar
supermartijn642corelib	supermartijn642corelib-1.1.18-forge-mc1.20.1.jar	supermartijn642corelib-1.1.22-neoforge-mc1.21.jar
supplementaries	supplementaries-1.20-3.1.40.jar	supplementaries-neoforge-1.21.1-3.8.5.jar
sushigocrafting	sushigocrafting-1.20.1-0.5.3.jar	sushigocrafting-1.21-0.6.5.jar
tempad	tempad-forge-1.20.1-2.3.4.jar	tempad-1.21.1-3.0.4-all.jar
thermal_cultivation-1.20.1-11.0.1.24	thermal_cultivation-1.20.1-11.0.1.24.jar	
thermal_dynamics-1.20.1-11.0.1.23	thermal_dynamics-1.20.1-11.0.1.23.jar	
thermal_expansion-1.20.1-11.0.1.29	thermal_expansion-1.20.1-11.0.1.29.jar	
thermal_foundation-1.20.1-11.0.6.70	thermal_foundation-1.20.1-11.0.6.70.jar	
thermal_innovation-1.20.1-11.0.1.23	thermal_innovation-1.20.1-11.0.1.23.jar	
thermal_integration-1.20.1-11.0.1.27	thermal_integration-1.20.1-11.0.1.27.jar	
thermal_locomotion-1.20.1-11.0.1.19	thermal_locomotion-1.20.1-11.0.1.19.jar	
theurgy	theurgy-1.20.1-1.25.0.jar	theurgy-1.21.1-neoforge-1.76.0.jar
tiab	time-in-a-bottle-4.0.4-mc1.20.1.jar	tiab-neoforge-6.5.4.jar
tinyredstone-1.20-5.0.3	tinyredstone-1.20-5.0.3.jar	
titanium	titanium-1.20.1-3.8.32.jar	titanium-1.21-4.0.45.jar
tombstone	tombstone-1.20.1-9.0.9.jar	tombstone-neoforge-1.21.1-9.5.3.jar
torchmaster	torchmaster-20.1.9.jar	torchmaster-neoforge-1.21.1-21.1.9.jar
totw_modded-forge-1.20.1-1.0.6	totw_modded-forge-1.20.1-1.0.6.jar	
towntalk	towntalk-1.20.1-1.1.0.jar	towntalk-1.2.0.jar
trashcans	trashcans-1.0.18b-forge-mc1.20.jar	trashcans-1.0.18c-neoforge-mc1.21.jar
trashslot	trashslot-forge-1.20-15.1.2.jar	trashslot-neoforge-1.21.1-21.1.11.jar
travelersbackpack-forge-1.20.1-9.1.44	travelersbackpack-forge-1.20.1-9.1.44.jar	
twilightdelight-2.0.17	twilightdelight-2.0.17.jar	
twilightforest	twilightforest-1.20.1-4.3.2508-universal.jar	twilightforest-1.21.1-4.8.3345-universal.jar
universalgrid	universalgrid-1.20.1-1.1.jar	universalgrid-neoforge-1.21.1-0.3.2.jar
utilitarian	utilitarian-1.20.1-0.9.1.jar	utilitarian-1.21.1-0.19.2.jar
valhelsia_core	valhelsia_core-forge-1.20.1-1.1.2.jar	valhelsia_core-neoforge-1.21.1-1.1.5.jar
villagertools-1.20.1-1.0.3	villagertools-1.20.1-1.0.3.jar	
voidtotem-forge-1.20-3.0.1	voidtotem-forge-1.20-3.0.1.jar	
waystones	waystones-forge-1.20.1-14.1.17.jar	waystones-neoforge-1.21.1-21.1.39.jar
wirelesschargers	wirelesschargers-1.0.10-forge-mc1.20.4.jar	wirelesschargers-1.0.9a-neoforge-mc1.21.jar
xnet	xnet-1.20-6.1.6.jar	xnet-1.21-7.0.7.jar
xnetgases-1.20.1-5.1.4	xnetgases-1.20.1-5.1.4.jar	
